,LatitudeDegrees,LongitudeDegrees,Time,Delta_Distance(km),Distance_Travelled(km),Delta_Time,TimeSeconds
0,38.94347762,-77.3508132821,2020-05-15 11:04:29.849175,0.0,0.0,0.0,0.0
1,38.9434418286,-77.3507732804,2020-05-15 11:04:30.847943,0.005273242826395939,0.005273242826395939,0.998768,0.998768
2,38.9434034056,-77.3507508606,2020-05-15 11:04:31.849206,0.004691831922644289,0.009965074749040227,1.001263,2.000031
3,38.9433923001,-77.3507378332,2020-05-15 11:04:32.933650,0.0016716090545664192,0.011636683803606645,1.084444,3.084475
4,38.9433257044,-77.3507038055,2020-05-15 11:04:33.784125,0.007968431785355836,0.019605115588962482,0.850475,3.9349499999999997
5,38.9433504015,-77.350740796,2020-05-15 11:04:33.971604,0.004216122602204526,0.023821238191167007,0.187479,4.1224289999999995
6,38.943374279,-77.350776308,2020-05-15 11:04:34.971606,0.004059763372536491,0.0278810015637035,1.000002,5.122431
7,38.943396891,-77.3508146437,2020-05-15 11:04:35.971096,0.004160996482197598,0.0320419980459011,0.99949,6.1219209999999995
8,38.9434189003,-77.3508533424,2020-05-15 11:04:36.971365,0.0041461451308592275,0.03618814317676033,1.000269,7.12219
9,38.943439184,-77.3508916461,2020-05-15 11:04:37.975740,0.00400757547924256,0.04019571865600289,1.004375,8.126565
10,38.9434623661,-77.3509286898,2020-05-15 11:04:38.972605,0.004111963760258905,0.0443076824162618,0.996865,9.123429999999999
11,38.943486229,-77.3509612769,2020-05-15 11:04:39.975430,0.0038708210492456978,0.04817850346550749,1.002825,10.126254999999999
12,38.9435111326,-77.3509898342,2020-05-15 11:04:40.976080,0.003710502332752446,0.05188900579825994,1.00065,11.126904999999999
13,38.9435373397,-77.3510145518,2020-05-15 11:04:41.976131,0.0036140809930114096,0.05550308679127135,1.000051,12.126956
14,38.9435646646,-77.3510367969,2020-05-15 11:04:42.975888,0.0035962425700304104,0.05909932936130176,0.999757,13.126713
15,38.9435926777,-77.3510583186,2020-05-15 11:04:43.975983,0.0036286403313230005,0.06272796969262476,1.000095,14.126808
16,38.9436211212,-77.3510772191,2020-05-15 11:04:44.976033,0.003560195222698748,0.06628816491532351,1.00005,15.126858
17,38.9436524108,-77.3510913477,2020-05-15 11:04:45.976243,0.003687568406791515,0.06997573332211503,1.00021,16.127068
18,38.9436824891,-77.3511000081,2020-05-15 11:04:46.973551,0.003427392126360171,0.0734031254484752,0.997308,17.124376
19,38.9437135218,-77.3511027146,2020-05-15 11:04:47.975991,0.0034586083484251465,0.07686173379690035,1.00244,18.126816
20,38.9437421747,-77.3510971564,2020-05-15 11:04:48.976040,0.003222114929812144,0.0800838487267125,1.000049,19.126865000000002
21,38.943768703,-77.3510853467,2020-05-15 11:04:49.973404,0.0031216234759120737,0.08320547220262457,0.997364,20.124229000000003
22,38.9437928663,-77.3510684243,2020-05-15 11:04:50.975913,0.003059564838778255,0.08626503704140283,1.002509,21.126738000000003
23,38.9438155692,-77.3510492354,2020-05-15 11:04:51.976052,0.0030210656305689225,0.08928610267197175,1.000139,22.126877000000004
24,38.9438367224,-77.3510255902,2020-05-15 11:04:52.975955,0.003116758116027444,0.0924028607879992,0.999903,23.126780000000004
25,38.9438566063,-77.3509992208,2020-05-15 11:04:53.973344,0.003176350296201714,0.09557921108420091,0.997389,24.124169000000002
26,38.9438761542,-77.3509715812,2020-05-15 11:04:54.972123,0.0032308640084652163,0.09881007509266612,0.998779,25.122948
27,38.9438949781,-77.3509415526,2020-05-15 11:04:55.973354,0.003335477129683168,0.10214555222234929,1.001231,26.124179
28,38.9439155521,-77.3509116331,2020-05-15 11:04:56.975986,0.003453839765198746,0.10559939198754804,1.002632,27.126811
29,38.9439361349,-77.3508804696,2020-05-15 11:04:57.973325,0.0035357908908705393,0.10913518287841859,0.997339,28.12415
30,38.9439588629,-77.3508451798,2020-05-15 11:04:58.973335,0.003962507213422614,0.1130976900918412,1.00001,29.12416
31,38.9439826424,-77.3508122647,2020-05-15 11:04:59.975959,0.003885190789332152,0.11698288088117335,1.002624,30.126784
32,38.9440051376,-77.3507771714,2020-05-15 11:05:00.975134,0.00393291738963369,0.12091579827080705,0.999175,31.125959
33,38.9440273069,-77.3507416461,2020-05-15 11:05:01.975964,0.003939039176575544,0.1248548374473826,1.00083,32.126789
