,LatitudeDegrees,LongitudeDegrees,Time,Delta_Distance(km),Distance_Travelled(km),Delta_Time,TimeSeconds
0,38.9436450465,-77.3505506014,2020-04-09 22:47:15.482124,0.0,0.0,0.0,0.0
1,38.9436289697,-77.3505577217,2020-04-09 22:47:16.577986,0.0018907455026129475,0.0018907455026129475,1.095862,1.095862
2,38.943609485,-77.3505699594,2020-04-09 22:47:17.475851,0.0024112815750542693,0.004302027077667216,0.897865,1.9937269999999998
3,38.9436024296,-77.3505962424,2020-04-09 22:47:18.476763,0.002404624500609915,0.006706651578277131,1.000912,2.994639
4,38.9436000847,-77.3506143421,2020-04-09 22:47:19.575900,0.0015868935266080346,0.008293545104885166,1.099137,4.093776
5,38.9435999458,-77.3506278422,2020-04-09 22:47:20.574894,0.0011676384500370976,0.009461183554922264,0.998994,5.09277
6,38.9436006417,-77.3506397292,2020-04-09 22:47:21.576118,0.0010309378430439853,0.01049212139796625,1.001224,6.0939939999999995
7,38.9436018316,-77.3506488389,2020-04-09 22:47:22.576251,0.0007988719802877917,0.011290993378254042,1.000133,7.094126999999999
8,38.9436019843,-77.3506690155,2020-04-09 22:47:23.576688,0.0017450261436797114,0.013036019521933753,1.000437,8.094564
9,38.9436032524,-77.3506822985,2020-04-09 22:47:24.591259,0.0011573823356226518,0.014193401857556404,1.014571,9.109135
10,38.9436036396,-77.3506961659,2020-04-09 22:47:25.576192,0.0012000742172491293,0.015393476074805533,0.984933,10.094068
11,38.943603977,-77.3507082158,2020-04-09 22:47:26.578079,0.0010427929318391586,0.01643626900664469,1.001887,11.095955
12,38.9436055442,-77.3507281434,2020-04-09 22:47:27.570287,0.0017321971579771684,0.01816846616462186,0.992208,12.088163
13,38.9436064663,-77.3507606389,2020-04-09 22:47:28.563652,0.0028121950935363397,0.020980661258158197,0.993365,13.081528
14,38.9436043989,-77.3507998472,2020-04-09 22:47:29.572356,0.003398655489782996,0.024379316747941193,1.008704,14.090232
15,38.9435989872,-77.3508444872,2020-04-09 22:47:30.562902,0.003907240737691104,0.028286557485632295,0.990546,15.080778
16,38.9435917958,-77.350892744,2020-04-09 22:47:31.563590,0.004249336291602098,0.03253589377723439,1.000688,16.081466
17,38.9435856436,-77.3509368701,2020-04-09 22:47:32.572407,0.003877012365931003,0.03641290614316539,1.008817,17.090283
18,38.9435857777,-77.3509764856,2020-04-09 22:47:33.564172,0.0034261214017990067,0.0398390275449644,0.991765,18.082048
19,38.9435925377,-77.3510110931,2020-04-09 22:47:34.564955,0.003085926746839068,0.042924954291803465,1.000783,19.082831
20,38.94360585,-77.3510428663,2020-04-09 22:47:35.562777,0.003121201165627382,0.04604615545743085,0.997822,20.080652999999998
21,38.9436228126,-77.3510719956,2020-04-09 22:47:36.564879,0.0031470574429557016,0.04919321290038655,1.002102,21.082755
22,38.9436461521,-77.35109535,2020-04-09 22:47:37.506817,0.003288572661962607,0.052481785562349156,0.941938,22.024693
23,38.9436715518,-77.3511092681,2020-04-09 22:47:38.562702,0.0030701188071795035,0.05555190436952866,1.055885,23.080578
24,38.9436966259,-77.3511110213,2020-04-09 22:47:39.564007,0.0027922324296522426,0.0583441367991809,1.001305,24.081882999999998
25,38.9437431632,-77.3511148935,2020-04-09 22:47:40.565359,0.005185536231464116,0.06352967303064502,1.001352,25.083235
26,38.9437895811,-77.3511095586,2020-04-09 22:47:41.565115,0.005182015295731505,0.06871168832637653,0.999756,26.082991
27,38.9438323428,-77.3511002585,2020-04-09 22:47:42.564855,0.004822429491009435,0.07353411781738596,0.99974,27.082731
