,LatitudeDegrees,LongitudeDegrees,Time,Delta_Distance(km),Distance_Travelled(km),Delta_Time,TimeSeconds
0,38.9435962144,-77.3511161847,2020-06-01 20:28:51.821955,0.0,0.0,0.0,0.0
1,38.9436480521,-77.351118725,2020-06-01 20:28:52.819483,0.005768274468158103,0.005768274468158103,0.997528,0.997528
2,38.9436826479,-77.3511206633,2020-06-01 20:28:53.823549,0.0038505280374968253,0.009618802505654929,1.004066,2.001594
3,38.9437070499,-77.351117589,2020-06-01 20:28:54.823495,0.002726373681689048,0.012345176187343977,0.999946,3.00154
4,38.9437300557,-77.3511044893,2020-06-01 20:28:55.823452,0.0027977664332658097,0.015142942620609785,0.999957,4.001497
5,38.9437478648,-77.3510807517,2020-06-01 20:28:56.825974,0.002852357605215333,0.017995300225825118,1.002522,5.0040189999999996
6,38.9437670564,-77.3510508523,2020-06-01 20:28:57.902355,0.003352663660129506,0.021347963885954623,1.076381,6.080399999999999
7,38.943782933,-77.3510236043,2020-06-01 20:28:58.827635,0.0029444367650586726,0.024292400651013298,0.92528,7.005679999999999
8,38.9437983271,-77.350997404,2020-06-01 20:28:59.879746,0.0028397752820090998,0.027132175933022397,1.052111,8.057790999999998
9,38.9438145627,-77.3509699781,2020-06-01 20:29:00.898238,0.002980770041428251,0.030112945974450647,1.018492,9.076282999999998
10,38.9438310502,-77.3509431801,2020-06-01 20:29:01.907528,0.002955038895853935,0.03306798487030458,1.00929,10.085572999999998
11,38.9438470928,-77.3509155413,2020-06-01 20:29:02.913308,0.0029825561997418957,0.036050541070046474,1.00578,11.091352999999998
12,38.9438638938,-77.3508869903,2020-06-01 20:29:03.828389,0.0030962849156988183,0.039146825985745294,0.915081,12.006433999999999
13,38.9438814773,-77.3508564912,2020-06-01 20:29:04.829269,0.0032832971082247795,0.042430123093970075,1.00088,13.007314
14,38.9439018113,-77.3508272671,2020-06-01 20:29:05.830604,0.003391165899773575,0.04582128899374365,1.001335,14.008648999999998
15,38.9439212837,-77.3507947153,2020-06-01 20:29:06.828691,0.003551546245387187,0.04937283523913084,0.998087,15.006735999999998
16,38.9439405864,-77.3507608133,2020-06-01 20:29:07.905202,0.0036336218056936204,0.053006457044824457,1.076511,16.083247
17,38.9439593927,-77.350723685,2020-06-01 20:29:08.913183,0.0038318799194045346,0.05683833696422899,1.007981,17.091228
18,38.9439785768,-77.3506856888,2020-06-01 20:29:09.828326,0.003917705497705841,0.060756042461934834,0.915143,18.006371
19,38.9439981144,-77.3506471641,2020-06-01 20:29:10.829984,0.0039774524524783415,0.06473349491441317,1.001658,19.008029
