,LatitudeDegrees,LongitudeDegrees,Time,Delta_Distance(km),Distance_Travelled(km),Delta_Time,TimeSeconds
0,38.9435984748,-77.3503878586,2020-04-04 19:39:59.920459,0.0,0.0,0.0,0.0
1,38.9435820126,-77.3503967551,2020-04-04 19:40:00.918629,0.0019856374089493216,0.0019856374089493216,0.99817,0.99817
2,38.9435731039,-77.3504002086,2020-04-04 19:40:01.914968,0.0010346483210085296,0.0030202857299578513,0.996339,1.9945089999999999
3,38.9435671683,-77.350403105,2020-04-04 19:40:02.914805,0.0007059441204745029,0.003726229850432354,0.999837,2.9943459999999997
4,38.9435589307,-77.3504085333,2020-04-04 19:40:03.923987,0.0010292762903705791,0.004755506140802933,1.009182,4.003527999999999
5,38.9435546453,-77.3504210723,2020-04-04 19:40:05.013419,0.0011844947902368982,0.005940000931039831,1.089432,5.09296
6,38.9435549832,-77.3504360417,2020-04-04 19:40:06.082943,0.0012951524842573343,0.007235153415297166,1.069524,6.162483999999999
7,38.9435566296,-77.3504535935,2020-04-04 19:40:07.012780,0.001528942356236857,0.008764095771534024,0.929837,7.092320999999999
8,38.9435593957,-77.3504726155,2020-04-04 19:40:08.024896,0.0016735968711899453,0.01043769264272397,1.012116,8.104436999999999
9,38.9435638804,-77.3504964717,2020-04-04 19:40:08.966652,0.0021225800332826898,0.01256027267600666,0.941756,9.046192999999999
10,38.9435694196,-77.350523994,2020-04-04 19:40:09.914831,0.0024586277408819982,0.015018900416888657,0.948179,9.994371999999998
11,38.9435754034,-77.3505521282,2020-04-04 19:40:10.979032,0.002522481640321378,0.017541382057210037,1.064201,11.058572999999999
12,38.9435824765,-77.3505793117,2020-04-04 19:40:12.000609,0.00247899631609188,0.020020378373301916,1.021577,12.08015
13,38.943589108,-77.3506033921,2020-04-04 19:40:13.000596,0.0022092515157499204,0.022229629889051836,0.999987,13.080137
14,38.9436320942,-77.3506330822,2020-04-04 19:40:14.010641,0.00542586821521983,0.02765549810427167,1.010045,14.090182
15,38.9436664577,-77.3506599093,2020-04-04 19:40:15.012470,0.004470264677853536,0.03212576278212521,1.001829,15.092011000000001
16,38.9436897201,-77.3506866468,2020-04-04 19:40:16.006358,0.0034695505096834314,0.035595313291808636,0.993888,16.085899
17,38.9437051283,-77.3507103495,2020-04-04 19:40:17.012592,0.0026716089017698678,0.0382669221935785,1.006234,17.092133
18,38.9437160332,-77.3507309261,2020-04-04 19:40:18.002434,0.002153384999546899,0.0404203071931254,0.989842,18.081975
19,38.9437246402,-77.3507519921,2020-04-04 19:40:19.009036,0.002057941632287722,0.04247824882541312,1.006602,19.088577
20,38.9437274369,-77.3507736159,2020-04-04 19:40:20.000056,0.0018957792429246734,0.0443740280683378,0.99102,20.079597
21,38.9437283163,-77.3507965038,2020-04-04 19:40:21.010474,0.0019818366507239477,0.046355864719061744,1.010418,21.090015
22,38.9437281155,-77.3508164873,2020-04-04 19:40:22.008835,0.0017283847123056376,0.04808424943136738,0.998361,22.088376
23,38.943727359,-77.3508355439,2020-04-04 19:40:22.951985,0.001650224404343246,0.04973447383571063,0.94315,23.031526
24,38.9437244405,-77.3508543458,2020-04-04 19:40:24.012005,0.001658119173636665,0.051392593009347294,1.06002,24.091546
25,38.9437184537,-77.3508735377,2020-04-04 19:40:25.002007,0.001788303626911704,0.053180896636258995,0.990002,25.081548
26,38.9437100538,-77.3508946038,2020-04-04 19:40:26.011446,0.002047341482211486,0.05522823811847048,1.009439,26.090987000000002
27,38.9437122276,-77.3509236314,2020-04-04 19:40:26.978338,0.002522015362876317,0.0577502534813468,0.966892,27.057879000000003
28,38.943714898,-77.3509503029,2020-04-04 19:40:27.983135,0.002325675508946627,0.060075928990293424,1.004797,28.062676000000003
29,38.9437182282,-77.3509770272,2020-04-04 19:40:28.916280,0.0023406848248130655,0.06241661381510649,0.933145,28.995821000000003
30,38.9437261936,-77.3510058247,2020-04-04 19:40:29.917583,0.002643312647557413,0.06505992646266391,1.001303,29.997124000000003
31,38.9437349035,-77.3510291772,2020-04-04 19:40:30.982697,0.0022398173438992353,0.06729974380656314,1.065114,31.062238000000004
32,38.9437418306,-77.3510493436,2020-04-04 19:40:31.999807,0.0019065771498940416,0.06920632095645719,1.01711,32.079348
33,38.9437490333,-77.3510671544,2020-04-04 19:40:32.980694,0.0017361125896978974,0.07094243354615509,0.980887,33.060235000000006
34,38.9437631324,-77.3510825452,2020-04-04 19:40:33.952968,0.0020565804613701904,0.07299901400752529,0.972274,34.032509000000005
35,38.9437800733,-77.3510912812,2020-04-04 19:40:34.917178,0.0020296039765240513,0.07502861798404933,0.96421,34.996719000000006
36,38.9437999056,-77.3510909303,2020-04-04 19:40:35.983994,0.0022054599402233956,0.07723407792427273,1.066816,36.06353500000001
37,38.9438217488,-77.3510819325,2020-04-04 19:40:37.001990,0.0025504624528869223,0.07978454037715965,1.017996,37.081531000000005
38,38.9438460869,-77.3510652379,2020-04-04 19:40:37.975149,0.0030673249678497454,0.08285186534500939,0.973159,38.05469000000001
39,38.9438699851,-77.351041165,2020-04-04 19:40:38.996698,0.003375776907738452,0.08622764225274784,1.021549,39.07623900000001
40,38.9438942294,-77.3510128854,2020-04-04 19:40:39.917055,0.0036399268130447022,0.08986756906579255,0.920357,39.99659600000001
41,38.943919653,-77.3509833538,2020-04-04 19:40:40.985276,0.0038098075724921185,0.09367737663828467,1.068221,41.06481700000001
42,38.9439450405,-77.3509522758,2020-04-04 19:40:42.003693,0.0038978150720942756,0.09757519171037894,1.018417,42.08323400000001
43,38.9439685221,-77.3509163772,2020-04-04 19:40:42.978454,0.004056621807252744,0.10163181351763169,0.974761,43.05799500000001
44,38.9439926061,-77.3508788898,2020-04-04 19:40:43.987582,0.004205057844895672,0.10583687136252737,1.009128,44.06712300000001
45,38.944017409,-77.3508395629,2020-04-04 19:40:44.916646,0.004378798003626734,0.1102156693661541,0.929064,44.996187000000006
46,38.9440411127,-77.3507973295,2020-04-04 19:40:45.986579,0.004504178732011345,0.11471984809816543,1.069933,46.066120000000005
47,38.9440669461,-77.3507539032,2020-04-04 19:40:47.003377,0.004728245180943358,0.1194480932791088,1.016798,47.08291800000001
48,38.9440923226,-77.3507085812,2020-04-04 19:40:47.975073,0.004829628669651744,0.12427772194876054,0.971696,48.05461400000001
49,38.9441177585,-77.3506615105,2020-04-04 19:40:48.917319,0.004956917260174103,0.12923463920893463,0.942246,48.996860000000005
50,38.9441487274,-77.3506169553,2020-04-04 19:40:49.916390,0.0051677753888897775,0.1344024145978244,0.999071,49.995931000000006
51,38.9441781905,-77.3505718848,2020-04-04 19:40:50.987874,0.005091775720720844,0.13949419031854524,1.071484,51.067415000000004
